genus,material,metric,tau,gamma,total_communities,cluster_id,cluster_size,antibiotic,label_broad,label_fine,label_who
Proteus,Urine,phi,0.4,0.5,39,36,2,LIZ - Linezolid_Tested,Oxazolidinone,Oxazolidinone,Reserve
Proteus,Urine,phi,0.4,0.5,39,37,1,MCL - Mecillinam_Tested,β-lactam,Penicillin (β-lactam),Access
Proteus,Urine,phi,0.4,0.5,39,19,4,MER - Meropenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Proteus,Urine,phi,0.4,0.5,39,33,1,MOX - Moxifloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Proteus,Urine,phi,0.4,0.5,39,6,1,MTR - Metronidazol_Tested,,Nitroimidazole,Access
Proteus,Urine,phi,0.4,0.5,39,7,1,MZL - Mezlocillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Proteus,Urine,phi,0.4,0.5,39,38,1,NFT - Nitrofurantoin_Tested,Nitrofuran,Nitrofuran,Access
Proteus,Urine,phi,0.4,0.5,39,16,1,NOR - Norfloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Proteus,Urine,phi,0.4,0.5,39,17,1,OFX - Ofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Proteus,Urine,phi,0.4,0.5,39,30,5,OXA - Oxacillin_Tested,β-lactam,Penicillin (β-lactam),Access
Proteus,Urine,phi,0.4,0.5,39,30,5,PEN - Penicillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Proteus,Urine,phi,0.4,0.5,39,18,1,PIP - Piperacillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Proteus,Urine,phi,0.4,0.5,39,19,4,PIT - Piperacillin/Tazobactam_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Watch
Proteus,Urine,phi,0.4,0.5,39,23,1,RAM - Rifampicin_Tested,Rifamycin,Rifamycin,Watch
Proteus,Urine,phi,0.4,0.5,39,5,3,ROX - Roxithromycin_Tested,Macrolide,Macrolide,Watch
Proteus,Urine,phi,0.4,0.5,39,24,1,SXT - Co-Trimoxazol_Tested,,Sulfonamide/Trimethoprim combo,Access
Proteus,Urine,phi,0.4,0.5,39,1,6,TET - Tetracyclin_Tested,Tetracycline,Tetracycline,Access
Proteus,Urine,phi,0.4,0.5,39,1,6,TGC - Tigecyclin_Tested,Glycylcycline,Glycylcycline,Reserve
Proteus,Urine,phi,0.4,0.5,39,1,6,TOB - Tobramycin_Tested,Aminoglycoside,Aminoglycoside,Watch
Proteus,Urine,phi,0.4,0.5,39,36,2,TPL - Teicoplanin_Tested,Glycopeptide,Glycopeptide,Watch
Proteus,Urine,phi,0.4,0.5,39,29,1,TRP - Trimethoprim_Tested,Dihydrofolate reductase inhibitor,Dihydrofolate reductase inhibitor,Access
Proteus,Urine,phi,0.4,0.5,39,30,5,VAN - Vancomycin_Tested,Glycopeptide,Glycopeptide,Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,0,6,AMC - Amoxicillin/clavulanic acid_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Access
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,1,15,AMK - Amikacin_Tested,Aminoglycoside,Aminoglycoside,Access
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,4,10,AMP - Ampicillin_Tested,β-lactam,Penicillin (β-lactam),Access
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,4,10,AMS - Ampicillin/Sulbactam_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Access
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,4,10,AMX - Amoxicillin_Tested,β-lactam,Penicillin (β-lactam),Access
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,15,3,AZM - Azithromycin_Tested,Macrolide,Macrolide,Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,1,15,AZT - Aztreonam_Tested,β-lactam,Monobactam (β-lactam),Reserve
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,1,15,CAZ - Ceftazidim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,4,10,CEC - Cefaclor_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,1,15,CEP - Cefepim_Tested,β-lactam,Fourth-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,10,2,CEX - Cefalexin_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,4,10,CEZ - Cefazolin_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,12,1,CFA - Cefuroxim-Axetil_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,4,10,CFI - Cefixim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,14,1,CFR - Cefadroxil_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,1,15,CIP - Ciprofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,16,5,CLI - Clindamycin_Tested,Lincosamide,Lincosamide,Access
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,17,2,CLR - Clarithromycin_Tested,Macrolide,Macrolide,Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,5,2,CMP - Chloramphenicol_Tested,Amphenicol,Amphenicol,Access
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,6,1,COL - Colistin_Tested,Polymyxin,Polymyxin,Reserve
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,5,2,COX - Cefoxitin_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,7,1,CPO - Cefpodoxim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,8,1,CPP - Cefpodoxim-Proxetil_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,4,10,CRO - Ceftriaxon_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,1,15,CTX - Cefotaxim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,4,10,CXM - Cefuroxim_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,0,6,CZA - Ceftazidim/Avibactam_Tested,,,
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,11,1,DOX - Doxycyclin_Tested,Tetracycline,Tetracycline,Access
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,13,4,DPT - Daptomycin_Tested,Lipopeptide,Lipopeptide,Reserve
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,4,10,ERT - Ertapenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,16,5,ERY - Erythromycin_Tested,Macrolide,Macrolide,Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,15,3,FLU - Flucloxacillin_Tested,β-lactam,Penicillin (β-lactam),Access
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,13,4,FUS - Fusidic acid_Tested,Steroid antibiotic,Steroid antibiotic,Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,1,15,GEN - Gentamicin_Tested,Aminoglycoside,Aminoglycoside,Access
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,1,15,IMP - Imipenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,1,15,LEV - Levofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,13,4,LIZ - Linezolid_Tested,Oxazolidinone,Oxazolidinone,Reserve
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,0,6,MCL - Mecillinam_Tested,β-lactam,Penicillin (β-lactam),Access
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,1,15,MER - Meropenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,9,1,MOX - Moxifloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,2,1,MTR - Metronidazol_Tested,,Nitroimidazole,Access
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,3,1,MZL - Mezlocillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,0,6,NFT - Nitrofurantoin_Tested,Nitrofuran,Nitrofuran,Access
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,0,6,NOR - Norfloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,10,2,OFX - Ofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,16,5,OXA - Oxacillin_Tested,β-lactam,Penicillin (β-lactam),Access
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,16,5,PEN - Penicillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,1,15,PIP - Piperacillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,1,15,PIT - Piperacillin/Tazobactam_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,17,2,RAM - Rifampicin_Tested,Rifamycin,Rifamycin,Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,15,3,ROX - Roxithromycin_Tested,Macrolide,Macrolide,Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,1,15,SXT - Co-Trimoxazol_Tested,,Sulfonamide/Trimethoprim combo,Access
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,4,10,TET - Tetracyclin_Tested,Tetracycline,Tetracycline,Access
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,1,15,TGC - Tigecyclin_Tested,Glycylcycline,Glycylcycline,Reserve
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,1,15,TOB - Tobramycin_Tested,Aminoglycoside,Aminoglycoside,Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,13,4,TPL - Teicoplanin_Tested,Glycopeptide,Glycopeptide,Watch
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,0,6,TRP - Trimethoprim_Tested,Dihydrofolate reductase inhibitor,Dihydrofolate reductase inhibitor,Access
Pseudomonas,Blood Culture,cosine,0.4,0.5,18,16,5,VAN - Vancomycin_Tested,Glycopeptide,Glycopeptide,Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,11,11,AMC - Amoxicillin/clavulanic acid_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Access
Pseudomonas,Blood Culture,dice,0.4,0.75,20,1,11,AMK - Amikacin_Tested,Aminoglycoside,Aminoglycoside,Access
Pseudomonas,Blood Culture,dice,0.4,0.75,20,11,11,AMP - Ampicillin_Tested,β-lactam,Penicillin (β-lactam),Access
Pseudomonas,Blood Culture,dice,0.4,0.75,20,11,11,AMS - Ampicillin/Sulbactam_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Access
Pseudomonas,Blood Culture,dice,0.4,0.75,20,4,3,AMX - Amoxicillin_Tested,β-lactam,Penicillin (β-lactam),Access
Pseudomonas,Blood Culture,dice,0.4,0.75,20,15,3,AZM - Azithromycin_Tested,Macrolide,Macrolide,Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,1,11,AZT - Aztreonam_Tested,β-lactam,Monobactam (β-lactam),Reserve
Pseudomonas,Blood Culture,dice,0.4,0.75,20,1,11,CAZ - Ceftazidim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,8,1,CEC - Cefaclor_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,1,11,CEP - Cefepim_Tested,β-lactam,Fourth-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,10,2,CEX - Cefalexin_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Pseudomonas,Blood Culture,dice,0.4,0.75,20,11,11,CEZ - Cefazolin_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Pseudomonas,Blood Culture,dice,0.4,0.75,20,12,1,CFA - Cefuroxim-Axetil_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,4,3,CFI - Cefixim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,14,1,CFR - Cefadroxil_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Pseudomonas,Blood Culture,dice,0.4,0.75,20,1,11,CIP - Ciprofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,16,5,CLI - Clindamycin_Tested,Lincosamide,Lincosamide,Access
Pseudomonas,Blood Culture,dice,0.4,0.75,20,17,2,CLR - Clarithromycin_Tested,Macrolide,Macrolide,Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,18,2,CMP - Chloramphenicol_Tested,Amphenicol,Amphenicol,Access
Pseudomonas,Blood Culture,dice,0.4,0.75,20,19,1,COL - Colistin_Tested,Polymyxin,Polymyxin,Reserve
Pseudomonas,Blood Culture,dice,0.4,0.75,20,18,2,COX - Cefoxitin_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,6,1,CPO - Cefpodoxim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,7,1,CPP - Cefpodoxim-Proxetil_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,11,11,CRO - Ceftriaxon_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,11,11,CTX - Cefotaxim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,11,11,CXM - Cefuroxim_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,0,5,CZA - Ceftazidim/Avibactam_Tested,,,
Pseudomonas,Blood Culture,dice,0.4,0.75,20,9,1,DOX - Doxycyclin_Tested,Tetracycline,Tetracycline,Access
Pseudomonas,Blood Culture,dice,0.4,0.75,20,13,4,DPT - Daptomycin_Tested,Lipopeptide,Lipopeptide,Reserve
Pseudomonas,Blood Culture,dice,0.4,0.75,20,11,11,ERT - Ertapenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,16,5,ERY - Erythromycin_Tested,Macrolide,Macrolide,Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,15,3,FLU - Flucloxacillin_Tested,β-lactam,Penicillin (β-lactam),Access
Pseudomonas,Blood Culture,dice,0.4,0.75,20,13,4,FUS - Fusidic acid_Tested,Steroid antibiotic,Steroid antibiotic,Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,1,11,GEN - Gentamicin_Tested,Aminoglycoside,Aminoglycoside,Access
Pseudomonas,Blood Culture,dice,0.4,0.75,20,1,11,IMP - Imipenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,11,11,LEV - Levofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,13,4,LIZ - Linezolid_Tested,Oxazolidinone,Oxazolidinone,Reserve
Pseudomonas,Blood Culture,dice,0.4,0.75,20,0,5,MCL - Mecillinam_Tested,β-lactam,Penicillin (β-lactam),Access
Pseudomonas,Blood Culture,dice,0.4,0.75,20,1,11,MER - Meropenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,2,1,MOX - Moxifloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,3,1,MTR - Metronidazol_Tested,,Nitroimidazole,Access
Pseudomonas,Blood Culture,dice,0.4,0.75,20,5,1,MZL - Mezlocillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,0,5,NFT - Nitrofurantoin_Tested,Nitrofuran,Nitrofuran,Access
Pseudomonas,Blood Culture,dice,0.4,0.75,20,0,5,NOR - Norfloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,10,2,OFX - Ofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,16,5,OXA - Oxacillin_Tested,β-lactam,Penicillin (β-lactam),Access
Pseudomonas,Blood Culture,dice,0.4,0.75,20,16,5,PEN - Penicillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,1,11,PIP - Piperacillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,1,11,PIT - Piperacillin/Tazobactam_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,17,2,RAM - Rifampicin_Tested,Rifamycin,Rifamycin,Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,15,3,ROX - Roxithromycin_Tested,Macrolide,Macrolide,Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,11,11,SXT - Co-Trimoxazol_Tested,,Sulfonamide/Trimethoprim combo,Access
Pseudomonas,Blood Culture,dice,0.4,0.75,20,4,3,TET - Tetracyclin_Tested,Tetracycline,Tetracycline,Access
Pseudomonas,Blood Culture,dice,0.4,0.75,20,11,11,TGC - Tigecyclin_Tested,Glycylcycline,Glycylcycline,Reserve
Pseudomonas,Blood Culture,dice,0.4,0.75,20,1,11,TOB - Tobramycin_Tested,Aminoglycoside,Aminoglycoside,Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,13,4,TPL - Teicoplanin_Tested,Glycopeptide,Glycopeptide,Watch
Pseudomonas,Blood Culture,dice,0.4,0.75,20,0,5,TRP - Trimethoprim_Tested,Dihydrofolate reductase inhibitor,Dihydrofolate reductase inhibitor,Access
Pseudomonas,Blood Culture,dice,0.4,0.75,20,16,5,VAN - Vancomycin_Tested,Glycopeptide,Glycopeptide,Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,2,11,AMC - Amoxicillin/clavulanic acid_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Access
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,15,10,AMK - Amikacin_Tested,Aminoglycoside,Aminoglycoside,Access
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,2,11,AMP - Ampicillin_Tested,β-lactam,Penicillin (β-lactam),Access
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,2,11,AMS - Ampicillin/Sulbactam_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Access
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,4,2,AMX - Amoxicillin_Tested,β-lactam,Penicillin (β-lactam),Access
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,5,1,AZM - Azithromycin_Tested,Macrolide,Macrolide,Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,15,10,AZT - Aztreonam_Tested,β-lactam,Monobactam (β-lactam),Reserve
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,15,10,CAZ - Ceftazidim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,8,1,CEC - Cefaclor_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,15,10,CEP - Cefepim_Tested,β-lactam,Fourth-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,10,1,CEX - Cefalexin_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,2,11,CEZ - Cefazolin_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,12,1,CFA - Cefuroxim-Axetil_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,4,2,CFI - Cefixim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,14,1,CFR - Cefadroxil_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,15,10,CIP - Ciprofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,24,5,CLI - Clindamycin_Tested,Lincosamide,Lincosamide,Access
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,17,2,CLR - Clarithromycin_Tested,Macrolide,Macrolide,Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,18,1,CMP - Chloramphenicol_Tested,Amphenicol,Amphenicol,Access
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,19,1,COL - Colistin_Tested,Polymyxin,Polymyxin,Reserve
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,20,1,COX - Cefoxitin_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,21,1,CPO - Cefpodoxim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,22,1,CPP - Cefpodoxim-Proxetil_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,2,11,CRO - Ceftriaxon_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,2,11,CTX - Cefotaxim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,2,11,CXM - Cefuroxim_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,26,1,CZA - Ceftazidim/Avibactam_Tested,,,
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,27,1,DOX - Doxycyclin_Tested,Tetracycline,Tetracycline,Access
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,28,1,DPT - Daptomycin_Tested,Lipopeptide,Lipopeptide,Reserve
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,2,11,ERT - Ertapenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,24,5,ERY - Erythromycin_Tested,Macrolide,Macrolide,Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,25,2,FLU - Flucloxacillin_Tested,β-lactam,Penicillin (β-lactam),Access
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,0,1,FUS - Fusidic acid_Tested,Steroid antibiotic,Steroid antibiotic,Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,1,1,GEN - Gentamicin_Tested,Aminoglycoside,Aminoglycoside,Access
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,15,10,IMP - Imipenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,2,11,LEV - Levofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,3,1,LIZ - Linezolid_Tested,Oxazolidinone,Oxazolidinone,Reserve
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,11,4,MCL - Mecillinam_Tested,β-lactam,Penicillin (β-lactam),Access
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,15,10,MER - Meropenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,6,1,MOX - Moxifloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,7,1,MTR - Metronidazol_Tested,,Nitroimidazole,Access
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,9,1,MZL - Mezlocillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,11,4,NFT - Nitrofurantoin_Tested,Nitrofuran,Nitrofuran,Access
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,11,4,NOR - Norfloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,13,1,OFX - Ofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,24,5,OXA - Oxacillin_Tested,β-lactam,Penicillin (β-lactam),Access
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,24,5,PEN - Penicillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,15,10,PIP - Piperacillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,15,10,PIT - Piperacillin/Tazobactam_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,17,2,RAM - Rifampicin_Tested,Rifamycin,Rifamycin,Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,25,2,ROX - Roxithromycin_Tested,Macrolide,Macrolide,Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,2,11,SXT - Co-Trimoxazol_Tested,,Sulfonamide/Trimethoprim combo,Access
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,16,1,TET - Tetracyclin_Tested,Tetracycline,Tetracycline,Access
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,2,11,TGC - Tigecyclin_Tested,Glycylcycline,Glycylcycline,Reserve
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,15,10,TOB - Tobramycin_Tested,Aminoglycoside,Aminoglycoside,Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,23,1,TPL - Teicoplanin_Tested,Glycopeptide,Glycopeptide,Watch
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,11,4,TRP - Trimethoprim_Tested,Dihydrofolate reductase inhibitor,Dihydrofolate reductase inhibitor,Access
Pseudomonas,Blood Culture,jaccard,0.4,1.0,29,24,5,VAN - Vancomycin_Tested,Glycopeptide,Glycopeptide,Watch
